,rank,business_name,logo,description,address,location,reviews,category,timezone,price_range,language,is_claimed,extra,identity,opening_hours,status,media,activity,devices,external_id,feature_id,gkg_id,owner,phone,url,appointment,website,address_clean,state_clean,city_clean,zip
43278,54,Silver Engineering Works,"['https://lh6.googleusercontent.com/-GSmbtSSzF7w/AAAAAAAAAAI/AAAAAAAAAAA/D6FTmj_66NY/s400-p-k-no-ns-nd/photo.jpg', 'https://lh6.googleusercontent.com/-GSmbtSSzF7w/AAAAAAAAAAI/AAAAAAAAAAA/D6FTmj_66NY/s60-p-k-no-ns-nd/photo.jpg']",,"{'street': '6565 Vine Ct', 'postcode': '80229', 'city': 'Denver', 'adm1': 'Colorado', 'country': 'US'}","{'lat': 39.815539, 'lng': -104.96247799999999}","{'rating': 4.5, 'count': 8, 'spread': [1, 0, 0, 0, 7]}","{'items': ['Machine shop', 'Machine maintenance service', 'Machine repair service', 'Machining manufacturer', 'Metal fabricator', 'Metal workshop', 'Repair service', 'Steel fabricator', 'Sugar factory', 'Tool repair shop'], 'primary': None}",America/Denver,0.0,,True,"{'accessibility': ['Wheelchair-accessible car park', 'Wheelchair-accessible entrance'], 'payments': ['Debit cards', 'Credit cards']}",,,1,"{'items': [{'url': 'https://lh5.googleusercontent.com/p/AF1QipOtWarOqONvrA0n3uzneMw_xTN-azgUlkwui7vb=w1024-h576-k-no', 'type': 'photo', 'created_at': '2019-12-31 20:00:00', 'caption': None}, {'url': 'https://lh5.googleusercontent.com/p/AF1QipOJbiuA18fUEUO4g32svMbCloxorOYXr-rOWyM=w1024-h768-k-no', 'type': 'photo', 'created_at': '2018-01-05 20:00:00', 'caption': None}, {'url': 'https://lh5.googleusercontent.com/p/AF1QipNxHKK9Wn9wTL5rfKCe7Dj89MecpvraPLB-WQI=w1024-h768-k-no', 'type': 'photo', 'created_at': '2018-01-05 20:00:00', 'caption': None}, {'url': 'https://lh5.googleusercontent.com/p/AF1QipN9bygzxpa3T56xzNcWYoLXW7__j7US-AX_v94=w1024-h768-k-no', 'type': 'photo', 'created_at': '2018-01-05 20:00:00', 'caption': None}], 'count': 4, 'types': ['photo']}","{'min': '2018-01-05 20:00:00', 'max': '2019-12-31 20:00:00'}",['bizbuilder:gmb_web'],ChIJFSWdi915bIcRsgOS0LYWa-g,0x876c79dd8b9d2515:0xe86b16b6d09203b2,/g/1vf9cw1b,"{'external_id': '111820324169144715324', 'url': 'https://www.google.com/maps/contrib/111820324169144715324'}","[{'raw': '+1 303-373-2311', 'area_code': '303', 'type': 'FIXED_LINE_OR_MOBILE', 'country': 'US', 'country_code': '1', 'number': '+13033732311', 'local': '(303) 373-2311', 'location': 'Denver, CO', 'carrier': None, 'exchange': 'DENVER', 'company': 'QWEST CORPORATION', 'adm1': 'CO'}]","https://www.google.com/maps/place/Silver+Engineering+Works/@39.815539,-104.96247799999999,17z/data=!3m1!4b1!4m5!3m4!1s0x876c79dd8b9d2515:0xe86b16b6d09203b2!8m2!3d39.815539!4d-104.96247799999999",,"{'domain': 'silverengineeringworks.com', 'platform': None, 'url': 'http://silverengineeringworks.com/'}",6565 Vine Ct,Colorado,Denver,80229
18335,22,Tools For Bending Inc.,,,"{'street': '194 W Dakota Ave', 'postcode': '80223', 'city': 'Denver', 'adm1': 'Colorado', 'country': 'US'}","{'lat': 39.709257, 'lng': -104.9922117}","{'rating': 4, 'count': 4, 'spread': [1, 0, 0, 0, 3]}","{'items': ['Manufacturer'], 'primary': None}",America/Denver,0.0,,False,"{'accessibility': ['Wheelchair-accessible car park'], 'payments': ['Debit cards', 'Credit cards']}",,,1,"{'items': [{'url': 'https://lh5.googleusercontent.com/p/AF1QipNzYwt3SLnu2RRCxLFTR2kE1-wAehzJOPbuDc2d=w1024-h1365-k-no', 'type': 'photo', 'created_at': '2023-06-10 03:00:00', 'caption': None}, {'url': 'https://lh5.googleusercontent.com/p/AF1QipNsNWgQZsoSD1mNxyO-YmkmUyZbwxkK6jQjSgsu=w1024-h768-k-no', 'type': 'photo', 'created_at': '2022-12-02 03:00:00', 'caption': None}, {'url': 'https://lh5.googleusercontent.com/p/AF1QipMfQQfSC4Mi9hbNwlRfUriKtnKTBqMtOHxXa2U_=w1024-h1365-k-no', 'type': 'photo', 'created_at': '2022-11-22 17:00:00', 'caption': None}, {'url': 'https://lh5.googleusercontent.com/p/AF1QipPluHEv24sgZ-4HC4UlaxIJPw5dlTiKEKRCSw0v=w1024-h1365-k-no', 'type': 'photo', 'created_at': '2022-11-22 16:00:00', 'caption': None}], 'count': 4, 'types': ['photo']}","{'min': '2022-11-22 16:00:00', 'max': '2023-06-10 03:00:00'}",['photos:gmm_android'],ChIJlR_iZxt_bIcR5I2I_AdRcoQ,0x876c7f1b67e21f95:0x84725107fc888de4,/g/11flc088hk,,"[{'raw': '+1 800-873-3305', 'area_code': None, 'type': 'TOLL_FREE', 'country': 'US', 'country_code': '1', 'number': '+18008733305', 'local': '(800) 873-3305', 'location': None, 'carrier': None, 'exchange': None, 'company': None, 'adm1': None}]","https://www.google.com/maps/place/Tools+For+Bending+Inc./@39.709257,-104.9922117,17z/data=!3m1!4b1!4m5!3m4!1s0x876c7f1b67e21f95:0x84725107fc888de4!8m2!3d39.709257!4d-104.9922117",,"{'domain': 'toolsforbending.com', 'platform': None, 'url': 'http://toolsforbending.com/'}",194 W Dakota Ave,Colorado,Denver,80223
28516,37,Cains Creative Cakes,"['https://lh4.googleusercontent.com/-veKj8FBbUZA/AAAAAAAAAAI/AAAAAAAAAAA/DOkNgRSRIx4/s400-p-k-no-ns-nd/photo.jpg', 'https://lh4.googleusercontent.com/-veKj8FBbUZA/AAAAAAAAAAI/AAAAAAAAAAA/DOkNgRSRIx4/s60-p-k-no-ns-nd/photo.jpg']",,"{'street': '194 S Federal Blvd', 'postcode': '80219', 'city': 'Denver', 'adm1': 'Colorado', 'country': 'US'}","{'lat': 39.7131572, 'lng': -105.02471349999999}","{'rating': 4.7, 'count': 55, 'spread': [3, 1, 1, 2, 48]}","{'items': ['Cake shop', 'Bakery', 'Wedding bakery'], 'primary': None}",America/Denver,0.0,,True,"{'service_options': ['Delivery', 'In-store pick-up', 'Takeaway', 'Same-day delivery'], 'accessibility': ['Wheelchair-accessible car park'], 'dining_options': ['Breakfast'], 'payments': ['Debit cards', 'NFC mobile payments', 'Credit cards']}",,,1,"{'items': [{'url': 'https://lh5.googleusercontent.com/p/AF1QipO_Xwspo0y_1lmCGpb5ffP528KNIXFAFjSbVCp1=w1024-h1365-k-no', 'type': 'photo', 'created_at': '2024-04-29 16:00:00', 'caption': None}, {'url': 'https://lh5.googleusercontent.com/p/AF1QipMCeeKyQb_pXmI-i-box0wAXD5gxyAEJChwogZK=w1024-h1365-k-no', 'type': 'photo', 'created_at': '2024-02-21 03:00:00', 'caption': None}, {'url': 'https://lh5.googleusercontent.com/p/AF1QipO1eOYe7mJg4u8ZfO2momurfyJtSGNtIp1aG8Om=w1024-h1365-k-no', 'type': 'photo', 'created_at': '2024-01-31 05:00:00', 'caption': None}, {'url': 'https://lh5.googleusercontent.com/p/AF1QipPrcXDVHe_xP7vYo4KjxBLPVBTBD04o9NGKIdAY=w1024-h1365-k-no', 'type': 'photo', 'created_at': '2022-09-06 17:00:00', 'caption': None}], 'count': 61, 'types': ['photo']}","{'min': '2022-09-06 17:00:00', 'max': '2024-04-29 16:00:00'}","['bizbuilder:gmb_onboarding_web', 'photos:local_universal_desktop_review_post', 'photos:local_universal_mobile_review_post']",ChIJn_shil1_bIcRfZm37sQtwa8,0x876c7f5d8a21fb9f:0xafc12dc4eeb7997d,/g/11c4bd3dnx,"{'external_id': '107597139326652334786', 'url': 'https://www.google.com/maps/contrib/107597139326652334786'}","[{'raw': '+1 303-619-4541', 'area_code': '303', 'type': 'FIXED_LINE_OR_MOBILE', 'country': 'US', 'country_code': '1', 'number': '+13036194541', 'local': '(303) 619-4541', 'location': 'Colorado', 'carrier': None, 'exchange': 'DENVER', 'company': 'NEW CINGULAR WIRELESS PCS, LLC', 'adm1': 'CO'}]","https://www.google.com/maps/place/Cains+Creative+Cakes/@39.7131572,-105.02471349999999,17z/data=!3m1!4b1!4m5!3m4!1s0x876c7f5d8a21fb9f:0xafc12dc4eeb7997d!8m2!3d39.7131572!4d-105.02471349999999","{'platform': 'square.site', 'url': 'https://cains-creative-cookies.square.site/?location=11eb30df42cbabb9b101ac1f6bbbcc9c&owg-fulfillment=pickup'}","{'domain': 'cainscreativecakes.com', 'platform': None, 'url': 'http://cainscreativecakes.com/'}",194 S Federal Blvd,Colorado,Denver,80219
60954,70,Advanced Cylinders Manufacturing & Repair Inc.,,,"{'street': '3295 S Zuni St', 'postcode': '80110', 'city': 'Sheridan', 'adm1': 'Colorado', 'country': 'US'}","{'lat': 39.6570517, 'lng': -105.0164811}","{'rating': 3, 'count': 8, 'spread': [4, 0, 0, 0, 4]}","{'items': ['Hydraulic equipment supplier', 'Hydraulic repair service'], 'primary': None}",America/Denver,0.0,,False,"{'accessibility': ['Wheelchair-accessible car park'], 'payments': ['Debit cards', 'Credit cards']}",,,1,"{'items': [{'url': 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dJdiwBO7aOhUF7KRMLxxBQ&cb_client=search.gws-prod.gps&w=1024&h=768&yaw=357.86417&pitch=0&thumbfov=100', 'type': 'street_view', 'created_at': '2024-10-28 16:00:00', 'caption': 'Advanced Cylinders Manufacturing & Repair Inc.'}], 'count': 0, 'types': ['street_view']}","{'min': None, 'max': None}",['launch'],ChIJ2T7nvuN_bIcRlTMCkUCWdig,0x876c7fe3bee73ed9:0x2876964091023395,/g/1tdd5rm8,,"[{'raw': '+1 303-761-6043', 'area_code': '303', 'type': 'FIXED_LINE_OR_MOBILE', 'country': 'US', 'country_code': '1', 'number': '+13037616043', 'local': '(303) 761-6043', 'location': 'Colorado', 'carrier': None, 'exchange': 'DENVER', 'company': 'QWEST CORPORATION', 'adm1': 'CO'}]","https://www.google.com/maps/place/Advanced+Cylinders+Manufacturing+%26+Repair+Inc./@39.6570517,-105.0164811,17z/data=!3m1!4b1!4m5!3m4!1s0x876c7fe3bee73ed9:0x2876964091023395!8m2!3d39.6570517!4d-105.0164811",,"{'domain': 'hydrauliccylindersupply.com', 'platform': None, 'url': 'http://www.hydrauliccylindersupply.com/'}",3295 S Zuni St,Colorado,Sheridan,80110
49523,61,Elevation Reps of the Rockies,"['https://lh5.googleusercontent.com/-9DcagegYxmM/AAAAAAAAAAI/AAAAAAAAAAA/jk4gam3VLIY/s400-p-k-no-ns-nd/photo.jpg', 'https://lh5.googleusercontent.com/-9DcagegYxmM/AAAAAAAAAAI/AAAAAAAAAAA/jk4gam3VLIY/s60-p-k-no-ns-nd/photo.jpg']",,"{'street': '4925 38th Ave', 'postcode': '80207', 'city': 'Denver', 'adm1': 'Colorado', 'country': 'US'}","{'lat': 39.769475799999995, 'lng': -104.9296648}","{'rating': 5, 'count': 3, 'spread': [0, 0, 0, 0, 3]}","{'items': ['Manufacturer'], 'primary': None}",America/Denver,0.0,,True,"{'accessibility': ['Wheelchair-accessible car park', 'Wheelchair-accessible entrance']}",,,1,"{'items': [{'url': 'https://lh5.googleusercontent.com/p/AF1QipM5H3QtQN1y1UoSrLZPTQasS22xK7WISyoOsVVm=w640-h694-k-no', 'type': 'photo', 'created_at': '2024-09-11 22:00:00', 'caption': None}, {'url': 'https://lh5.googleusercontent.com/p/AF1QipMyF-RFBKgPqfpi251L8Q3ca6J7gIAztycvRqoI=w640-h480-k-no', 'type': 'photo', 'created_at': '2024-09-11 22:00:00', 'caption': None}, {'url': 'https://lh5.googleusercontent.com/p/AF1QipPA0_A04AR1uJgOqLnVVrvzBlhdGO4HUtO2ed1x=w1024-h768-k-no', 'type': 'photo', 'created_at': '2019-01-23 16:00:00', 'caption': None}, {'url': 'https://lh5.googleusercontent.com/p/AF1QipMCVcTDPbF_L_YG8BqO8DZshP_DC1ncMhfGWyEY=w1024-h1024-k-no', 'type': 'photo', 'created_at': '2019-01-23 16:00:00', 'caption': None}], 'count': 4, 'types': ['photo']}","{'min': '2019-01-23 16:00:00', 'max': '2024-09-11 22:00:00'}","['bizbuilder:gmb_on_local_universal_desktop', 'bizbuilder:gmb_web']",ChIJpRdpptGFbIcRS7UZClxdaMA,0x876c85d1a66917a5:0xc0685d5c0a19b54b,/g/12642hvb3,"{'external_id': '117383595343805352682', 'url': 'https://www.google.com/maps/contrib/117383595343805352682'}","[{'raw': '+1 303-750-3727', 'area_code': '303', 'type': 'FIXED_LINE_OR_MOBILE', 'country': 'US', 'country_code': '1', 'number': '+13037503727', 'local': '(303) 750-3727', 'location': 'Aurora, CO', 'carrier': None, 'exchange': 'DENVER', 'company': 'QWEST CORPORATION', 'adm1': 'CO'}]","https://www.google.com/maps/place/Elevation+Reps+of+the+Rockies/@39.769475799999995,-104.9296648,17z/data=!3m1!4b1!4m5!3m4!1s0x876c85d1a66917a5:0xc0685d5c0a19b54b!8m2!3d39.769475799999995!4d-104.9296648",,"{'domain': 'elevationfs.com', 'platform': None, 'url': 'https://elevationfs.com/'}",4925 38th Ave,Colorado,Denver,80207
84383,94,Renaissance Leather,"['https://lh6.googleusercontent.com/-dukJ7bOmhcI/AAAAAAAAAAI/AAAAAAAAAAA/r1XeR0A9zXo/s400-p-k-no-ns-nd/photo.jpg', 'https://lh6.googleusercontent.com/-dukJ7bOmhcI/AAAAAAAAAAI/AAAAAAAAAAA/r1XeR0A9zXo/s60-p-k-no-ns-nd/photo.jpg']",,"{'street': '1474 S Acoma St', 'postcode': '80223', 'city': 'Denver', 'adm1': 'Colorado', 'country': 'US'}","{'lat': 39.689774, 'lng': -104.9885793}","{'rating': 4.3, 'count': 6, 'spread': [1, 0, 0, 0, 5]}","{'items': ['Leather goods manufacturer'], 'primary': None}",America/Denver,0.0,,True,"{'accessibility': ['Wheelchair-accessible car park', 'Wheelchair-accessible entrance'], 'payments': ['Debit cards', 'Credit cards']}",,,1,"{'items': [{'url': 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZgzaoFhpJP3c_OWkYbTIiA&cb_client=search.gws-prod.gps&w=1024&h=768&yaw=107.022415&pitch=0&thumbfov=100', 'type': 'street_view', 'created_at': '2024-11-01 08:00:00', 'caption': 'Renaissance Leather'}], 'count': 0, 'types': ['street_view']}","{'min': None, 'max': None}",['launch'],ChIJL5E3aZmHa4cRWONojcxGYDA,0x876b87996937912f:0x306046cc8d68e358,/g/1tfcj7dg,"{'external_id': '102403306473782506542', 'url': 'https://www.google.com/maps/contrib/102403306473782506542'}","[{'raw': '+1 303-477-0444', 'area_code': '303', 'type': 'FIXED_LINE_OR_MOBILE', 'country': 'US', 'country_code': '1', 'number': '+13034770444', 'local': '(303) 477-0444', 'location': 'Denver, CO', 'carrier': None, 'exchange': 'DENVER', 'company': 'QWEST CORPORATION', 'adm1': 'CO'}]","https://www.google.com/maps/place/Renaissance+Leather/@39.689774,-104.9885793,17z/data=!3m1!4b1!4m5!3m4!1s0x876b87996937912f:0x306046cc8d68e358!8m2!3d39.689774!4d-104.9885793",,"{'domain': 'renleather.com', 'platform': None, 'url': 'http://www.renleather.com/'}",1474 S Acoma St,Colorado,Denver,80223
76002,87,Lakeside Heating & Air Conditioning,"['https://lh6.googleusercontent.com/-5sl8dEmtSI8/AAAAAAAAAAI/AAAAAAAAAAA/-Z5buhQPA5o/s400-p-k-no-ns-nd/photo.jpg', 'https://lh6.googleusercontent.com/-5sl8dEmtSI8/AAAAAAAAAAI/AAAAAAAAAAA/-Z5buhQPA5o/s60-p-k-no-ns-nd/photo.jpg']",,"{'street': '6260 W 52nd Ave unit 116', 'postcode': '80002', 'city': 'Arvada', 'adm1': 'Colorado', 'country': 'US'}","{'lat': 39.7895757, 'lng': -105.0671577}","{'rating': 4.9, 'count': 217, 'spread': [6, 0, 1, 5, 205]}","{'items': ['HVAC contractor', 'Air conditioning contractor', 'Air conditioning repair service', 'Air conditioning system supplier', 'Furnace repair service', 'Heating contractor', 'Heating equipment supplier'], 'primary': None}",America/Denver,0.0,,True,"{'service_options': ['On-site services', 'Online estimates'], 'offerings': ['Repair services'], 'planning': ['Appointment required']}",,,1,"{'items': [{'url': 'https://lh5.googleusercontent.com/p/AF1QipMb8a_xm5B5-HavrLljwFl4KOO0EVjXyhIW33j7=w640-h853-k-no', 'type': 'photo', 'created_at': '2022-05-11 13:00:00', 'caption': None}, {'url': 'https://lh5.googleusercontent.com/p/AF1QipNrBAmhrBOZ_D8V2wd5q1-r9AHW2M91ILyHhvbF=w960-h540-k-no', 'type': 'video', 'created_at': '2022-02-12 03:00:00', 'caption': 'Lakeside Heating & Air Conditioning'}, {'url': 'https://lh5.googleusercontent.com/p/AF1QipM070-t7T4DSSkN3xzMTtkhnIOhzJrcaOe2Ucud=w1024-h1818-k-no', 'type': 'photo', 'created_at': '2020-11-08 08:00:00', 'caption': None}, {'url': 'https://lh5.googleusercontent.com/p/AF1QipOEHBZ2Fw4STx87w6kCDh2DQxqUUG6ij1MkgHnR=w834-h652-k-no', 'type': 'photo', 'created_at': '2020-11-08 08:00:00', 'caption': None}], 'count': 51, 'types': ['photo', 'video']}","{'min': '2020-11-08 08:00:00', 'max': '2022-05-11 13:00:00'}","['bizbuilder:gmb_api', 'bizbuilder:gmb_web']",ChIJy1YwxceHa4cRhYekQ0FvtnQ,0x876b87c7c53056cb:0x74b66f4143a48785,/g/1td05k08,"{'external_id': '107763136827596220514', 'url': 'https://www.google.com/maps/contrib/107763136827596220514'}","[{'raw': '+1 303-421-3572', 'area_code': '303', 'type': 'FIXED_LINE_OR_MOBILE', 'country': 'US', 'country_code': '1', 'number': '+13034213572', 'local': '(303) 421-3572', 'location': 'Colorado', 'carrier': None, 'exchange': 'DENVER', 'company': 'QWEST CORPORATION', 'adm1': 'CO'}]","https://www.google.com/maps/place/Lakeside+Heating+%26+Air+Conditioning/@39.7895757,-105.0671577,17z/data=!3m1!4b1!4m5!3m4!1s0x876b87c7c53056cb:0x74b66f4143a48785!8m2!3d39.7895757!4d-105.0671577","{'platform': None, 'url': 'https://lakesideheating.com/contact/'}","{'domain': 'lakesideheating.com', 'platform': None, 'url': 'https://lakesideheating.com/'}",6260 W 52nd Ave unit 116,Colorado,Arvada,80002
83170,93,Rock River Ranches,"['https://lh6.googleusercontent.com/-gvuDR9Uzt2s/AAAAAAAAAAI/AAAAAAAAAAA/LrtEYs2mwEs/s400-p-k-no-ns-nd/photo.jpg', 'https://lh6.googleusercontent.com/-gvuDR9Uzt2s/AAAAAAAAAAI/AAAAAAAAAAA/LrtEYs2mwEs/s60-p-k-no-ns-nd/photo.jpg']",,"{'street': '5460 Colorado Blvd Service Rd #120', 'postcode': '80022', 'city': 'Commerce City', 'adm1': 'Colorado', 'country': 'US'}","{'lat': 39.795049299999995, 'lng': -104.93605629999999}","{'rating': 4.9, 'count': 16, 'spread': [0, 0, 0, 2, 14]}","{'items': ['Food products supplier', 'Direct mail advertising', 'Food manufacturer', 'Food producer', 'Restaurant'], 'primary': None}",America/Denver,0.0,,True,"{'service_options': ['No-contact delivery', 'Delivery'], 'accessibility': ['Wheelchair-accessible car park'], 'payments': ['Credit cards', 'Debit cards'], 'parking': ['Free of charge street parking', 'Free parking lot']}",,,1,"{'items': [{'url': 'https://lh5.googleusercontent.com/p/AF1QipPYTjFD3wEc_eRu4rR7fR5rK010GfV9SAe0qF5T=w1024-h1025-k-no', 'type': 'photo', 'created_at': '2023-10-25 21:00:00', 'caption': None}, {'url': 'https://lh5.googleusercontent.com/p/AF1QipPg_MREvOr17KJQlQUzMr2IyO7XJDtfKofHnyQk=w1024-h1365-k-no', 'type': 'photo', 'created_at': '2022-11-26 05:00:00', 'caption': None}, {'url': 'https://lh5.googleusercontent.com/p/AF1QipPpwrMrzgGaN8LPBtI5tSD-BKwdESTDYFphr6q7=w1024-h768-k-no', 'type': 'photo', 'created_at': '2022-11-26 05:00:00', 'caption': None}, {'url': 'https://lh5.googleusercontent.com/p/AF1QipMWNsRgxVeevShcexPIyTIW-EXp8smUZKnRhlmq=w1024-h768-k-no', 'type': 'photo', 'created_at': '2022-11-26 05:00:00', 'caption': None}], 'count': 4, 'types': ['photo']}","{'min': '2022-11-26 05:00:00', 'max': '2023-10-25 21:00:00'}","['bizbuilder:gmb_on_gmm_android', 'bizbuilder:gmb_on_local_universal_desktop']",ChIJq4HuqNt7bIcRYNHgp8Xs0Tk,0x876c7bdba8ee81ab:0x39d1ecc5a7e0d160,/g/11j6hvs4dm,"{'external_id': '108526758038697442698', 'url': 'https://www.google.com/maps/contrib/108526758038697442698'}","[{'raw': '+1 303-294-0167', 'area_code': '303', 'type': 'FIXED_LINE_OR_MOBILE', 'country': 'US', 'country_code': '1', 'number': '+13032940167', 'local': '(303) 294-0167', 'location': 'Denver, CO', 'carrier': None, 'exchange': 'DENVER', 'company': 'QWEST CORPORATION', 'adm1': 'CO'}]","https://www.google.com/maps/place/Rock+River+Ranches/@39.795049299999995,-104.93605629999999,17z/data=!3m1!4b1!4m5!3m4!1s0x876c7bdba8ee81ab:0x39d1ecc5a7e0d160!8m2!3d39.795049299999995!4d-104.93605629999999",,"{'domain': 'rockriverbison.com', 'platform': None, 'url': 'http://www.rockriverbison.com/'}",5460 Colorado Blvd Service Rd #120,Colorado,Commerce City,80022
15711,18,"Geotech Environmental Equipment, Inc.","['https://lh5.googleusercontent.com/-VfomSZzfLok/AAAAAAAAAAI/AAAAAAAAAAA/ugQKHSgw2wk/s400-p-k-no-ns-nd/photo.jpg', 'https://lh5.googleusercontent.com/-VfomSZzfLok/AAAAAAAAAAI/AAAAAAAAAAA/ugQKHSgw2wk/s60-p-k-no-ns-nd/photo.jpg']",,"{'street': '2650 E 40th Ave', 'postcode': '80205', 'city': 'Denver', 'adm1': 'Colorado', 'country': 'US'}","{'lat': 39.7722664, 'lng': -104.95524859999999}","{'rating': 4.7, 'count': 39, 'spread': [1, 1, 1, 3, 33]}","{'items': ['Manufacturer'], 'primary': None}",America/Denver,0.0,,True,"{'service_options': ['On-site services'], 'accessibility': ['Wheelchair-accessible car park', 'Wheelchair-accessible entrance'], 'payments': ['Debit cards', 'Credit cards']}",,,1,"{'items': [], 'count': 49, 'types': []}","{'min': None, 'max': None}",[],ChIJq_aC43F5bIcRKeGKzVjM2TE,0x876c7971e382f6ab:0x31d9cc58cd8ae129,/g/1tkrm8yh,"{'external_id': '105466119969800043626', 'url': 'https://www.google.com/maps/contrib/105466119969800043626'}","[{'raw': '+1 303-320-4764', 'area_code': '303', 'type': 'FIXED_LINE_OR_MOBILE', 'country': 'US', 'country_code': '1', 'number': '+13033204764', 'local': '(303) 320-4764', 'location': 'Denver, CO', 'carrier': None, 'exchange': 'DENVER', 'company': 'QWEST CORPORATION', 'adm1': 'CO'}]","https://www.google.com/maps/place/Geotech+Environmental+Equipment%2C+Inc./@39.7722664,-104.95524859999999,17z/data=!3m1!4b1!4m5!3m4!1s0x876c7971e382f6ab:0x31d9cc58cd8ae129!8m2!3d39.7722664!4d-104.95524859999999",,"{'domain': 'geotechenv.com', 'platform': None, 'url': 'http://www.geotechenv.com/'}",2650 E 40th Ave,Colorado,Denver,80205
9206,10,Eaton Metal Products Co,,,"{'street': '4800 York St', 'postcode': '80216', 'city': 'Denver', 'adm1': 'Colorado', 'country': 'US'}","{'lat': 39.784743999999996, 'lng': -104.9584859}","{'rating': 4.5, 'count': 8, 'spread': [1, 0, 0, 0, 7]}","{'items': ['Metal fabricator', 'Manufacturer'], 'primary': None}",America/Denver,0.0,,False,"{'accessibility': ['Wheelchair-accessible car park', 'Wheelchair-accessible entrance']}",,,1,"{'items': [{'url': 'https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7bNmE2DuaYgXkowBGnfUYQ&cb_client=search.gws-prod.gps&w=1024&h=768&yaw=46.72238&pitch=0&thumbfov=100', 'type': 'street_view', 'created_at': '2024-11-01 11:00:00', 'caption': 'Eaton Metal Products Co'}, {'url': 'https://lh5.googleusercontent.com/p/AF1QipMBPgG9sBtEqdDgwXhs0CaoEnuKWBGL--ZGFoOV=w1024-h682-k-no', 'type': 'photo', 'created_at': '2021-07-28 13:00:00', 'caption': None}], 'count': 2, 'types': ['photo', 'street_view']}","{'min': '2021-07-28 13:00:00', 'max': '2021-07-28 13:00:00'}","['launch', 'photos:gmm_ios']",ChIJjfxtWJ55bIcRftMXXK37XSE,0x876c799e586dfc8d:0x215dfbad5c17d37e,/g/1261h6r2z,,"[{'raw': '+1 303-296-4800', 'area_code': '303', 'type': 'FIXED_LINE_OR_MOBILE', 'country': 'US', 'country_code': '1', 'number': '+13032964800', 'local': '(303) 296-4800', 'location': 'Denver, CO', 'carrier': None, 'exchange': 'DENVER', 'company': 'QWEST CORPORATION', 'adm1': 'CO'}]","https://www.google.com/maps/place/Eaton+Metal+Products+Co/@39.784743999999996,-104.9584859,17z/data=!3m1!4b1!4m5!3m4!1s0x876c799e586dfc8d:0x215dfbad5c17d37e!8m2!3d39.784743999999996!4d-104.9584859",,"{'domain': 'eatonmetal.com', 'platform': None, 'url': 'http://www.eatonmetal.com/'}",4800 York St,Colorado,Denver,80216
